producto,categoria,proveedor,cantidad,precio_unitario,descuento,impuesto,fecha,canal_venta,pais,moneda
Aspiradora Robot,Audio,GlobalTech,5,1353.42,117.82,284.22,2024-04-26,Distribuidor,Portugal,EUR
Zapatillas Running,Electrónica,ElectroMax,4,1755.95,78.4,368.75,2024-12-26,Tienda,España,EUR
Cámara HD,Deportes,TechCorp,3,556.15,28.77,116.79,2024-11-17,Tienda,Francia,EUR
Reloj Deportivo,Audio,ProGear,1,464.93,60.41,97.64,2024-05-20,Distribuidor,Portugal,EUR
Aspiradora Robot,Oficina,Distribuciones Europa,1,58.23,3.55,12.23,2024-08-12,Online,Alemania,EUR
Monitor 32,Accesorios,FashionCorp,2,406.95,41.85,85.46,2024-09-28,Distribuidor,Francia,EUR
TV 55,Electrónica,TechCorp,4,859.53,107.32,180.5,2024-02-01,Tienda,Portugal,EUR
Cámara HD,Moda,LogiTech,4,378.94,46.21,79.58,2024-09-17,Tienda,Francia,EUR
HDD 2TB,Deportes,MegaStore,1,125.01,14.24,26.25,2024-05-25,Online,Francia,EUR
Zapatillas Running,Electrónica,FashionCorp,5,245.31,27.67,51.52,2024-03-30,Tienda,Portugal,EUR
Cámara HD,Oficina,ProGear,5,650.05,95.9,136.51,2024-07-12,Tienda,Alemania,EUR
Guantes Gym,Electrónica,ElectroMax,4,104.62,0.12,21.97,2024-01-08,Online,Alemania,EUR
Casco Bicicleta,Hogar,ProGear,5,221.56,32.4,46.53,2024-11-17,Tienda,España,EUR
Smartphone Mini,Oficina,TechCorp,3,10.01,1.27,2.1,2024-06-30,Tienda,Alemania,EUR
Gafas Sol,Oficina,HomePlus,3,1595.91,7.2,335.14,2024-09-05,Tienda,Francia,EUR
Laptop Air,Deportes,ElectroMax,3,489.04,22.94,102.7,2024-10-11,Tienda,Portugal,EUR
Microfono Pro,Electrónica,ElectroMax,2,1087.97,161.28,228.47,2024-05-22,Distribuidor,Alemania,EUR
Batidora Pro,Electrónica,HomePlus,2,250.57,0.36,52.62,2024-08-05,Online,Francia,EUR
Tablet Plus,Video,ElectroMax,3,1723.12,149.17,361.86,2024-12-06,Distribuidor,Portugal,EUR
Lámpara LED,Video,FashionCorp,1,204.74,25.72,43.0,2024-07-02,Tienda,Portugal,EUR
Impresora Laser,Video,MegaStore,3,869.04,48.73,182.5,2024-04-26,Online,Francia,EUR
Pelota Fitness,Deportes,Distribuciones Europa,1,1105.45,74.21,232.14,2024-02-07,Online,España,EUR
Escritorio Oficina,Oficina,Distribuciones Europa,3,184.61,9.2,38.77,2024-03-11,Online,Francia,EUR
TV 65,Electrónica,LogiTech,5,31.02,3.68,6.51,2024-07-17,Tienda,Francia,EUR
Smartphone Mini,Audio,LogiTech,2,886.75,65.4,186.22,2024-07-08,Tienda,Italia,EUR
Memoria RAM 16GB,Electrónica,ProGear,5,581.66,51.25,122.15,2024-03-08,Online,Francia,EUR
Tablet Plus,Audio,LogiTech,4,1476.87,117.58,310.14,2024-02-09,Online,Francia,EUR
PowerBank 20k,Video,TechCorp,1,46.01,6.06,9.66,2024-04-30,Distribuidor,Francia,EUR
Colchoneta Yoga,Accesorios,TechCorp,1,867.58,33.93,182.19,2024-01-07,Distribuidor,Francia,EUR
Smartphone Mini,Oficina,GlobalTech,1,1148.96,156.38,241.28,2024-08-11,Online,Italia,EUR
HDD 2TB,Audio,SportWorld,1,905.02,54.29,190.05,2024-12-16,Distribuidor,Francia,EUR
HDD 2TB,Audio,TechCorp,4,139.52,1.27,29.3,2024-12-16,Online,Francia,EUR
Pantalón Trekking,Accesorios,HomePlus,2,508.71,20.06,106.83,2024-07-13,Distribuidor,España,EUR
Smartwatch,Deportes,GlobalTech,3,166.0,12.65,34.86,2024-05-12,Distribuidor,Francia,EUR
Guantes Gym,Accesorios,ElectroMax,3,891.11,117.31,187.13,2024-03-27,Tienda,Francia,EUR
Aspiradora Robot,Oficina,ElectroMax,2,1376.08,6.25,288.98,2024-01-20,Distribuidor,Francia,EUR
Laptop Pro,Hogar,FashionCorp,4,1446.45,19.86,303.75,2024-09-28,Tienda,Francia,EUR
Pelota Fitness,Audio,HomePlus,5,718.6,37.66,150.91,2024-02-10,Tienda,Francia,EUR
Smartwatch,Deportes,Distribuciones Europa,2,1364.67,39.52,286.58,2024-09-23,Online,Francia,EUR
Silla Gamer,Video,GlobalTech,2,401.75,27.77,84.37,2024-07-08,Distribuidor,Alemania,EUR
Tablet Plus,Moda,FashionCorp,2,1018.32,114.5,213.85,2024-09-11,Tienda,Italia,EUR
Memoria RAM 16GB,Hogar,ProGear,3,244.6,28.72,51.37,2024-09-16,Online,Portugal,EUR
Aspiradora Robot,Audio,GlobalTech,5,1079.8,6.77,226.76,2024-07-03,Distribuidor,España,EUR
Reloj Deportivo,Oficina,HomePlus,5,276.55,33.88,58.08,2024-03-08,Tienda,Alemania,EUR
PowerBank 20k,Moda,MegaStore,2,330.8,38.48,69.47,2024-04-20,Tienda,España,EUR
Microfono Pro,Deportes,LogiTech,5,582.77,17.82,122.38,2024-06-20,Distribuidor,España,EUR
Monitor 27,Oficina,ProGear,2,2043.57,189.54,429.15,2024-11-04,Distribuidor,Alemania,EUR
Reloj Deportivo,Hogar,ElectroMax,3,262.7,13.89,55.17,2024-10-29,Tienda,Francia,EUR
Tostadora,Moda,SportWorld,1,456.71,4.18,95.91,2024-12-16,Tienda,Portugal,EUR
Ventilador Turbo,Hogar,LogiTech,2,967.87,79.42,203.25,2024-05-12,Tienda,Portugal,EUR
Pelota Fitness,Moda,TechCorp,4,1218.56,57.8,255.9,2024-07-07,Distribuidor,España,EUR
Colchoneta Yoga,Oficina,LogiTech,5,307.48,6.81,64.57,2024-08-22,Distribuidor,Portugal,EUR
Cargador USB-C,Deportes,HomePlus,5,1163.34,172.76,244.3,2024-07-22,Distribuidor,Italia,EUR
Casco Bicicleta,Deportes,MegaStore,3,731.31,109.33,153.58,2024-06-28,Tienda,España,EUR
Ventilador Turbo,Hogar,MegaStore,2,50.04,1.45,10.51,2024-12-01,Online,Portugal,EUR
Router WiFi,Video,MegaStore,3,2106.98,50.95,442.47,2024-11-01,Tienda,España,EUR
TV 55,Deportes,FashionCorp,5,320.2,14.83,67.24,2024-11-18,Online,Italia,EUR
TV 55,Deportes,LogiTech,1,13.74,0.41,2.89,2024-05-03,Distribuidor,Francia,EUR
Colchoneta Yoga,Video,LogiTech,3,353.54,11.77,74.24,2024-07-07,Online,España,EUR
Smartwatch,Hogar,SportWorld,4,1212.05,39.54,254.53,2024-06-01,Tienda,España,EUR
Escritorio Oficina,Electrónica,HomePlus,5,2071.44,129.24,435.0,2024-12-21,Distribuidor,Portugal,EUR
Smartwatch,Deportes,LogiTech,5,276.14,6.57,57.99,2024-05-02,Tienda,Italia,EUR
Cafetera Automática,Deportes,Distribuciones Europa,2,2072.28,3.69,435.18,2024-11-02,Distribuidor,España,EUR
Ventilador Turbo,Video,HomePlus,4,101.51,1.53,21.32,2024-07-26,Online,Alemania,EUR
TV 55,Hogar,GlobalTech,1,913.52,101.23,191.84,2024-08-31,Online,Italia,EUR
Chaqueta Invierno,Oficina,ProGear,2,298.1,14.66,62.6,2024-08-23,Distribuidor,Francia,EUR
PowerBank 20k,Oficina,ProGear,1,849.04,121.97,178.3,2024-03-24,Distribuidor,Portugal,EUR
Lámpara LED,Video,MegaStore,5,1540.47,193.24,323.5,2024-01-22,Tienda,Portugal,EUR
Tablet Plus,Hogar,HomePlus,2,1488.13,140.48,312.51,2024-12-08,Online,España,EUR
Barra de Sonido,Audio,TechCorp,2,180.15,6.83,37.83,2024-06-07,Tienda,Alemania,EUR
Plancha Vapor,Audio,SportWorld,2,236.78,6.44,49.72,2024-07-17,Distribuidor,Italia,EUR
Auriculares Bluetooth,Oficina,ElectroMax,2,732.35,72.31,153.79,2024-08-31,Distribuidor,Alemania,EUR
Teclado Mecánico,Accesorios,ElectroMax,1,326.95,10.31,68.66,2024-10-30,Tienda,Portugal,EUR
Impresora Laser,Audio,SportWorld,2,955.44,92.1,200.64,2024-02-27,Online,Alemania,EUR
Ventilador Turbo,Electrónica,LogiTech,2,1114.8,72.9,234.11,2024-10-02,Tienda,España,EUR
Webcam FullHD,Moda,TechCorp,3,1118.8,127.83,234.95,2024-05-12,Distribuidor,Francia,EUR
Laptop Air,Accesorios,SportWorld,1,1174.33,15.04,246.61,2024-09-28,Distribuidor,España,EUR
Batidora Pro,Accesorios,HomePlus,3,1524.99,5.68,320.25,2024-04-04,Distribuidor,Italia,EUR
Smartphone Mini,Electrónica,FashionCorp,2,1071.98,31.23,225.12,2024-08-17,Tienda,Francia,EUR
Monitor 27,Deportes,ElectroMax,3,1039.22,55.2,218.24,2024-07-22,Distribuidor,Italia,EUR
Auriculares Bluetooth,Hogar,ElectroMax,4,603.78,59.48,126.79,2024-02-25,Distribuidor,Francia,EUR
Proyector HD,Moda,LogiTech,3,492.18,26.21,103.36,2024-07-18,Online,Francia,EUR
Impresora Laser,Video,ProGear,3,1420.87,185.59,298.38,2024-10-06,Tienda,Alemania,EUR
Chaqueta Invierno,Electrónica,HomePlus,3,184.67,5.31,38.78,2024-12-24,Tienda,Portugal,EUR
Ventilador Turbo,Accesorios,GlobalTech,5,277.0,16.98,58.17,2024-10-22,Online,Portugal,EUR
Mochila Travel,Video,MegaStore,5,697.93,45.8,146.57,2024-03-23,Tienda,Francia,EUR
Barra de Sonido,Electrónica,Distribuciones Europa,4,902.58,119.0,189.54,2024-12-28,Tienda,Italia,EUR
Monitor 32,Electrónica,MegaStore,2,214.67,25.64,45.08,2024-06-19,Tienda,Alemania,EUR
Batidora Pro,Deportes,SportWorld,2,685.02,38.91,143.85,2024-12-31,Distribuidor,Portugal,EUR
Memoria RAM 16GB,Moda,ProGear,1,710.71,19.0,149.25,2024-12-12,Distribuidor,España,EUR
Refrigerador Mini,Audio,ElectroMax,5,1543.41,194.52,324.12,2024-04-08,Online,Francia,EUR
Reloj Deportivo,Electrónica,HomePlus,4,1162.42,133.03,244.11,2024-02-15,Distribuidor,Italia,EUR
Router WiFi,Accesorios,Distribuciones Europa,4,476.65,63.85,100.1,2024-06-25,Distribuidor,Italia,EUR
Reloj Deportivo,Oficina,ProGear,5,693.16,89.43,145.56,2024-11-26,Tienda,Francia,EUR
Cargador USB-C,Moda,GlobalTech,4,1088.06,154.85,228.49,2024-06-18,Online,Francia,EUR
Tostadora,Video,FashionCorp,3,54.72,6.27,11.49,2024-08-20,Distribuidor,Italia,EUR
Microfono Pro,Audio,ProGear,1,441.32,61.53,92.68,2024-02-20,Online,Francia,EUR
Cafetera Automática,Electrónica,ElectroMax,5,2212.47,152.33,464.62,2024-11-30,Distribuidor,Portugal,EUR
Silla Gamer,Deportes,Distribuciones Europa,2,415.61,43.91,87.28,2024-06-06,Distribuidor,Alemania,EUR
Lámpara LED,Oficina,FashionCorp,2,1341.23,119.55,281.66,2024-02-13,Online,Alemania,EUR
Microfono Pro,Moda,SportWorld,2,254.05,9.16,53.35,2024-04-26,Online,Portugal,EUR
TV 65,Video,TechCorp,4,826.53,53.86,173.57,2024-07-30,Online,Portugal,EUR
Mochila Travel,Moda,TechCorp,1,297.48,34.7,62.47,2024-06-14,Online,Italia,EUR
Reloj Deportivo,Electrónica,LogiTech,4,1446.99,113.39,303.87,2024-01-26,Tienda,Francia,EUR
Guantes Gym,Hogar,TechCorp,2,941.49,29.73,197.71,2024-06-24,Distribuidor,Alemania,EUR
Proyector HD,Moda,Distribuciones Europa,2,466.46,23.04,97.96,2024-11-02,Online,Alemania,EUR
Drone Mini,Oficina,SportWorld,2,1476.83,52.18,310.13,2024-04-18,Online,Francia,EUR
Smartwatch,Oficina,TechCorp,2,1626.8,198.31,341.63,2024-03-10,Tienda,Alemania,EUR
Smartphone Mini,Electrónica,ProGear,4,276.24,20.64,58.01,2024-06-21,Online,Portugal,EUR
Microfono Pro,Moda,LogiTech,5,918.61,122.95,192.91,2024-01-26,Tienda,Francia,EUR
Plancha Vapor,Video,HomePlus,4,630.39,51.33,132.38,2024-07-08,Distribuidor,Portugal,EUR
Refrigerador Mini,Audio,Distribuciones Europa,4,1482.74,173.56,311.38,2024-10-20,Tienda,España,EUR
Chaqueta Invierno,Hogar,Distribuciones Europa,2,825.65,13.82,173.39,2024-10-19,Online,España,EUR
SSD 1TB,Hogar,GlobalTech,3,1053.64,111.11,221.26,2024-08-11,Online,Italia,EUR
Monitor 32,Video,GlobalTech,4,586.23,40.0,123.11,2024-04-12,Tienda,Portugal,EUR
SSD 1TB,Oficina,LogiTech,5,1002.81,11.72,210.59,2024-06-07,Distribuidor,Italia,EUR
Impresora Laser,Moda,TechCorp,3,1548.95,203.39,325.28,2024-04-20,Tienda,Alemania,EUR
Mochila Travel,Accesorios,SportWorld,4,1331.33,3.41,279.58,2024-05-14,Online,Francia,EUR
Plancha Vapor,Hogar,TechCorp,2,1357.1,137.94,284.99,2024-11-30,Tienda,Francia,EUR
Zapatillas Running,Moda,MegaStore,1,1307.35,159.19,274.54,2024-01-04,Distribuidor,Portugal,EUR
PowerBank 20k,Video,LogiTech,5,585.38,83.21,122.93,2024-12-06,Online,España,EUR
Batidora Pro,Hogar,FashionCorp,4,1451.78,117.59,304.87,2024-05-19,Online,Portugal,EUR
Monitor 27,Video,TechCorp,4,787.67,35.27,165.41,2024-04-08,Online,Portugal,EUR
Tablet Plus,Electrónica,ProGear,2,1394.33,159.89,292.81,2024-05-25,Online,Portugal,EUR
Casco Bicicleta,Moda,Distribuciones Europa,1,374.85,21.37,78.72,2024-12-05,Online,Alemania,EUR
Lámpara LED,Video,LogiTech,5,1886.29,199.76,396.12,2024-12-12,Online,Italia,EUR
Zapatillas Running,Hogar,MegaStore,2,1075.68,136.39,225.89,2024-06-02,Tienda,España,EUR
HDD 2TB,Deportes,ElectroMax,5,1018.53,41.48,213.89,2024-10-06,Tienda,Alemania,EUR
Guantes Gym,Oficina,Distribuciones Europa,5,16.34,0.03,3.43,2024-09-27,Distribuidor,España,EUR
Escritorio Oficina,Moda,LogiTech,1,500.69,69.79,105.14,2024-03-11,Online,Portugal,EUR
Cargador USB-C,Audio,TechCorp,3,1056.07,82.53,221.77,2024-03-28,Online,España,EUR
Monitor 27,Moda,LogiTech,4,296.5,15.03,62.27,2024-08-31,Online,Alemania,EUR
Microfono Pro,Oficina,ProGear,5,696.24,25.59,146.21,2024-08-08,Online,Italia,EUR
Cargador USB-C,Accesorios,FashionCorp,4,114.03,3.64,23.95,2024-02-26,Online,Alemania,EUR
Mochila Travel,Moda,HomePlus,2,825.4,97.64,173.33,2024-10-08,Online,Portugal,EUR
Chaqueta Invierno,Oficina,FashionCorp,1,423.97,59.26,89.03,2024-09-16,Tienda,España,EUR
Pelota Fitness,Audio,FashionCorp,1,251.25,27.96,52.76,2024-07-31,Tienda,Portugal,EUR
Proyector HD,Hogar,SportWorld,2,332.44,30.66,69.81,2024-06-11,Tienda,Portugal,EUR
Impresora Laser,Deportes,SportWorld,3,1086.29,129.38,228.12,2024-11-07,Online,Italia,EUR
Router WiFi,Accesorios,Distribuciones Europa,4,1455.6,167.19,305.68,2024-03-22,Tienda,Italia,EUR
Chaqueta Invierno,Electrónica,FashionCorp,2,109.85,0.5,23.07,2024-07-07,Tienda,Alemania,EUR
HDD 2TB,Deportes,ProGear,5,578.23,42.36,121.43,2024-09-26,Online,Francia,EUR
Laptop Air,Oficina,MegaStore,2,876.42,119.21,184.05,2024-01-07,Online,Italia,EUR
Cafetera Automática,Moda,GlobalTech,4,891.56,80.44,187.23,2024-02-18,Online,Portugal,EUR
Tostadora,Hogar,MegaStore,3,913.71,54.42,191.88,2024-08-23,Tienda,Portugal,EUR
Pantalón Trekking,Hogar,FashionCorp,2,683.15,9.49,143.46,2024-10-23,Distribuidor,Italia,EUR
Pantalón Trekking,Accesorios,Distribuciones Europa,4,62.48,1.76,13.12,2024-06-30,Tienda,Italia,EUR
Router WiFi,Accesorios,LogiTech,4,472.65,22.74,99.26,2024-07-18,Online,Francia,EUR
Guantes Gym,Deportes,FashionCorp,4,455.3,52.16,95.61,2024-03-04,Tienda,Italia,EUR
Plancha Vapor,Deportes,GlobalTech,4,1223.62,138.26,256.96,2024-07-30,Tienda,Alemania,EUR
Set Mancuernas,Moda,HomePlus,3,424.35,2.95,89.11,2024-10-28,Distribuidor,Italia,EUR
Proyector HD,Oficina,Distribuciones Europa,3,1327.34,30.04,278.74,2024-11-23,Tienda,Italia,EUR
Altavoz Bluetooth,Video,Distribuciones Europa,5,114.0,1.76,23.94,2024-11-10,Distribuidor,Portugal,EUR
Smartphone X,Video,SportWorld,5,858.92,28.71,180.37,2024-05-30,Distribuidor,España,EUR
Plancha Vapor,Electrónica,MegaStore,5,1385.02,44.12,290.85,2024-12-15,Distribuidor,Francia,EUR
Smartphone Mini,Oficina,Distribuciones Europa,2,844.34,48.68,177.31,2024-08-15,Tienda,Francia,EUR
TV 65,Audio,MegaStore,1,14.91,0.22,3.13,2024-02-08,Distribuidor,Alemania,EUR
Drone Mini,Moda,SportWorld,5,824.92,23.38,173.23,2024-03-11,Distribuidor,Italia,EUR
Impresora Laser,Hogar,LogiTech,5,226.87,13.57,47.64,2024-06-17,Online,España,EUR
Pantalón Trekking,Audio,HomePlus,4,523.74,36.92,109.99,2024-07-27,Distribuidor,España,EUR
Proyector HD,Moda,MegaStore,1,831.72,74.1,174.66,2024-02-16,Tienda,Portugal,EUR
Smartwatch,Hogar,ElectroMax,4,320.42,3.28,67.29,2024-01-14,Tienda,Italia,EUR
Refrigerador Mini,Hogar,LogiTech,5,1130.05,91.29,237.31,2024-07-27,Online,Alemania,EUR
Laptop Air,Deportes,GlobalTech,1,612.28,74.63,128.58,2024-09-28,Online,Italia,EUR
Barra de Sonido,Deportes,ProGear,4,1142.19,40.19,239.86,2024-12-26,Tienda,Francia,EUR
Batidora Pro,Electrónica,LogiTech,4,156.65,0.9,32.9,2024-04-02,Online,Alemania,EUR
Tostadora,Oficina,ProGear,3,1129.35,65.27,237.16,2024-04-17,Distribuidor,Alemania,EUR
Lámpara LED,Audio,GlobalTech,1,614.51,51.78,129.05,2024-09-22,Tienda,España,EUR
Smartphone Mini,Audio,LogiTech,5,831.13,113.29,174.54,2024-08-23,Tienda,Francia,EUR
Tostadora,Video,LogiTech,5,248.88,16.47,52.26,2024-11-06,Online,Francia,EUR
Barra de Sonido,Moda,GlobalTech,4,200.22,21.54,42.05,2024-03-02,Online,Italia,EUR
Microfono Pro,Audio,LogiTech,3,593.57,49.0,124.65,2024-01-14,Tienda,España,EUR
Drone Mini,Deportes,ElectroMax,2,1704.35,13.07,357.91,2024-11-26,Distribuidor,Alemania,EUR
Auriculares Bluetooth,Deportes,GlobalTech,2,958.75,117.43,201.34,2024-06-14,Tienda,Francia,EUR
Cargador USB-C,Deportes,ElectroMax,4,2065.51,185.04,433.76,2024-11-17,Online,Italia,EUR
Casco Bicicleta,Hogar,FashionCorp,4,161.26,0.21,33.86,2024-07-11,Tienda,Alemania,EUR
Microfono Pro,Moda,HomePlus,4,768.25,32.82,161.33,2024-10-26,Online,Francia,EUR
Microfono Pro,Video,ProGear,2,1072.56,144.23,225.24,2024-02-27,Tienda,España,EUR
Zapatillas Running,Hogar,FashionCorp,2,452.79,36.24,95.09,2024-12-14,Online,Italia,EUR
Proyector HD,Electrónica,LogiTech,4,1341.38,191.37,281.69,2024-12-16,Online,Francia,EUR
Microfono Pro,Electrónica,Distribuciones Europa,5,947.3,43.46,198.93,2024-10-19,Online,Alemania,EUR
Zapatillas Running,Deportes,HomePlus,2,208.26,19.36,43.73,2024-06-10,Tienda,Alemania,EUR
Memoria RAM 16GB,Electrónica,Distribuciones Europa,4,357.64,22.23,75.1,2024-06-27,Online,Italia,EUR
TV 65,Audio,GlobalTech,5,96.52,9.66,20.27,2024-09-29,Online,Portugal,EUR
Drone Mini,Video,ProGear,4,1086.9,112.12,228.25,2024-09-14,Tienda,Italia,EUR
Cámara HD,Video,MegaStore,1,760.06,33.04,159.61,2024-11-17,Online,Alemania,EUR
Cafetera Automática,Accesorios,HomePlus,2,121.43,14.74,25.5,2024-06-29,Online,Portugal,EUR
Router WiFi,Hogar,Distribuciones Europa,5,377.91,39.38,79.36,2024-11-25,Online,Italia,EUR
Gafas Sol,Moda,GlobalTech,2,1571.1,137.53,329.93,2024-01-19,Online,Francia,EUR
Microfono Pro,Oficina,TechCorp,5,59.88,5.55,12.57,2024-09-08,Distribuidor,Francia,EUR
Colchoneta Yoga,Audio,GlobalTech,1,286.3,0.91,60.12,2024-05-16,Tienda,Alemania,EUR
Proyector HD,Video,TechCorp,5,2070.25,36.43,434.75,2024-12-31,Distribuidor,España,EUR
Plancha Vapor,Accesorios,LogiTech,3,1827.32,266.93,383.74,2024-11-24,Tienda,España,EUR
Proyector HD,Audio,Distribuciones Europa,5,880.99,130.53,185.01,2024-04-26,Distribuidor,Portugal,EUR
Mochila Travel,Accesorios,HomePlus,1,1221.67,181.63,256.55,2024-06-10,Online,Francia,EUR
Proyector HD,Audio,Distribuciones Europa,4,965.11,49.82,202.67,2024-02-06,Online,Francia,EUR
Gafas Sol,Hogar,GlobalTech,2,542.73,75.15,113.97,2024-08-25,Online,Francia,EUR
Impresora Laser,Hogar,SportWorld,3,1075.31,1.55,225.82,2024-07-05,Online,España,EUR
TV 65,Hogar,FashionCorp,4,351.71,42.68,73.86,2024-08-02,Online,España,EUR
Mouse Gamer,Video,FashionCorp,5,232.88,7.94,48.9,2024-05-30,Tienda,Francia,EUR
Lámpara LED,Audio,GlobalTech,5,519.75,40.23,109.15,2024-05-03,Distribuidor,Alemania,EUR
Guantes Gym,Oficina,GlobalTech,3,614.68,74.52,129.08,2024-08-20,Distribuidor,Portugal,EUR
Monitor 27,Video,SportWorld,4,574.39,4.35,120.62,2024-07-06,Distribuidor,España,EUR
Laptop Air,Video,MegaStore,5,683.65,59.19,143.57,2024-02-17,Distribuidor,Francia,EUR
Ventilador Turbo,Oficina,MegaStore,4,82.33,6.32,17.29,2024-01-29,Online,Italia,EUR
Silla Gamer,Accesorios,SportWorld,3,854.25,20.97,179.39,2024-09-19,Distribuidor,Alemania,EUR
Laptop Air,Audio,GlobalTech,2,350.58,4.53,73.62,2024-01-10,Distribuidor,Italia,EUR
Smartwatch,Video,TechCorp,4,283.9,18.82,59.62,2024-02-02,Tienda,Alemania,EUR
Monitor 32,Hogar,MegaStore,4,705.32,97.77,148.12,2024-02-29,Distribuidor,Portugal,EUR
Tablet Plus,Deportes,GlobalTech,2,561.44,71.72,117.9,2024-05-31,Tienda,Francia,EUR
Guantes Gym,Oficina,ElectroMax,3,860.56,75.09,180.72,2024-03-21,Online,Alemania,EUR
Zapatillas Running,Moda,LogiTech,5,1223.89,98.9,257.02,2024-12-06,Online,Francia,EUR
Plancha Vapor,Accesorios,HomePlus,2,1082.19,129.57,227.26,2024-12-12,Distribuidor,España,EUR
Memoria RAM 16GB,Electrónica,SportWorld,5,624.61,55.49,131.17,2024-06-14,Online,Francia,EUR
Smartphone X,Hogar,Distribuciones Europa,3,798.25,82.19,167.63,2024-09-25,Distribuidor,Alemania,EUR
Laptop Pro,Video,ProGear,1,1041.21,19.76,218.65,2024-06-12,Tienda,Italia,EUR
Silla Gamer,Moda,MegaStore,2,163.05,15.33,34.24,2024-04-27,Distribuidor,Portugal,EUR
Tablet Plus,Audio,SportWorld,3,755.98,69.39,158.76,2024-01-18,Online,Italia,EUR
Router WiFi,Deportes,ProGear,2,496.01,43.6,104.16,2024-05-20,Online,Francia,EUR
SSD 1TB,Hogar,MegaStore,5,693.01,48.98,145.53,2024-02-21,Tienda,Alemania,EUR
Proyector HD,Moda,TechCorp,2,884.74,72.69,185.8,2024-07-14,Distribuidor,España,EUR
Monitor 27,Moda,MegaStore,2,445.95,8.84,93.65,2024-07-26,Distribuidor,España,EUR
Webcam FullHD,Video,TechCorp,3,1110.57,62.19,233.22,2024-03-07,Distribuidor,Francia,EUR
Webcam FullHD,Electrónica,ElectroMax,5,1161.96,110.21,244.01,2024-06-18,Online,Francia,EUR
Microfono Pro,Audio,FashionCorp,4,86.36,4.43,18.14,2024-05-09,Distribuidor,Italia,EUR
Drone Mini,Electrónica,GlobalTech,2,784.42,32.23,164.73,2024-03-28,Online,España,EUR
Ventilador Turbo,Video,Distribuciones Europa,3,1274.7,6.75,267.69,2024-12-12,Tienda,Francia,EUR
Proyector HD,Electrónica,Distribuciones Europa,4,271.2,31.32,56.95,2024-10-15,Tienda,Portugal,EUR
Pantalón Trekking,Oficina,FashionCorp,3,712.95,38.39,149.72,2024-07-20,Distribuidor,Italia,EUR
Reloj Deportivo,Electrónica,Distribuciones Europa,5,51.38,3.71,10.79,2024-02-09,Online,España,EUR
Aspiradora Robot,Hogar,SportWorld,4,660.66,67.09,138.74,2024-12-19,Online,España,EUR
Pantalón Trekking,Deportes,HomePlus,1,296.66,42.23,62.3,2024-07-29,Online,España,EUR
Laptop Air,Moda,GlobalTech,4,544.1,45.63,114.26,2024-03-30,Distribuidor,Francia,EUR
Lámpara LED,Hogar,LogiTech,5,42.42,3.88,8.91,2024-06-15,Tienda,Francia,EUR
TV 65,Moda,Distribuciones Europa,5,616.83,73.19,129.53,2024-02-08,Distribuidor,España,EUR
Pelota Fitness,Hogar,ProGear,2,432.43,20.0,90.81,2024-06-16,Online,Portugal,EUR
Cafetera Automática,Moda,ElectroMax,3,808.62,40.52,169.81,2024-08-21,Online,Alemania,EUR
Tablet Plus,Deportes,ProGear,5,1378.17,99.39,289.42,2024-05-04,Online,Portugal,EUR
Ventilador Turbo,Deportes,LogiTech,1,410.9,25.91,86.29,2024-10-07,Distribuidor,España,EUR
Teclado Mecánico,Video,LogiTech,2,1190.13,158.45,249.93,2024-08-23,Tienda,Portugal,EUR
Laptop Pro,Accesorios,HomePlus,4,56.43,3.2,11.85,2024-12-02,Online,Portugal,EUR
Mochila Travel,Hogar,TechCorp,4,920.18,120.2,193.24,2024-06-28,Tienda,Portugal,EUR
Silla Gamer,Hogar,LogiTech,4,1293.81,58.69,271.7,2024-02-29,Distribuidor,Portugal,EUR
Altavoz Bluetooth,Moda,SportWorld,4,576.61,64.5,121.09,2024-08-21,Online,España,EUR
Cámara HD,Moda,LogiTech,4,108.0,1.45,22.68,2024-10-20,Tienda,España,EUR
Cafetera Automática,Accesorios,Distribuciones Europa,2,1466.61,37.07,307.99,2024-04-20,Tienda,Italia,EUR
Gafas Sol,Oficina,ElectroMax,1,501.06,33.45,105.22,2024-10-20,Distribuidor,España,EUR
Teclado Mecánico,Audio,HomePlus,2,334.29,3.67,70.2,2024-10-11,Online,Italia,EUR
Impresora Laser,Video,LogiTech,5,951.27,49.71,199.77,2024-10-12,Online,Italia,EUR
Mochila Travel,Electrónica,ElectroMax,4,1114.12,25.71,233.97,2024-02-05,Online,Alemania,EUR
Silla Gamer,Video,MegaStore,4,906.22,85.18,190.31,2024-01-18,Distribuidor,España,EUR
Auriculares Bluetooth,Oficina,MegaStore,2,434.29,42.49,91.2,2024-02-22,Online,España,EUR
Laptop Air,Moda,HomePlus,5,932.28,137.67,195.78,2024-03-10,Online,Portugal,EUR
Plancha Vapor,Oficina,HomePlus,3,1419.37,39.76,298.07,2024-10-15,Tienda,Alemania,EUR
Drone Mini,Moda,ProGear,4,874.67,90.29,183.68,2024-04-10,Distribuidor,Italia,EUR
TV 55,Video,SportWorld,4,712.57,71.3,149.64,2024-01-29,Distribuidor,Portugal,EUR
Mouse Gamer,Video,Distribuciones Europa,1,664.63,75.84,139.57,2024-10-09,Distribuidor,Portugal,EUR
Mochila Travel,Audio,ProGear,4,719.03,100.69,151.0,2024-02-23,Tienda,España,EUR
